	Lemma	Fonetisch	Woordsoort	Vormen	Erk	Synoniem of definitie	Voorbeeldzin
de	arrestant		znw*	arrestanten; arrestantje*	B2*		
	arresteren		ww*	arresteer, arresteerde, gearresteerd*	B1*		
	arriveren		ww*	arriveer, arriveerde, gearriveerd*	B2*		
	arrogant		bnw*	arrogante; arroganter, arrogantst*	B1*		
het	arrondissement		znw*	arrondissementen; /*	B2*		
	articuleren		ww*	articuleer, articuleerde, gearticuleerd*	B2*		
de	artiest		znw*	artiesten; artiestje*	B1*		
het	artikel		znw*	artikels; artikeltje*	A2	stuk in een krant of magazine	
het	artikel		znw*	artikels; artikeltje*	A2	product in een winkel	
	artistiek		bnw*	artistieke; artistieker, artistiekst*	B2*		
de	arts		znw*	artsen; artsje*	A2	dokter	
de	as		znw; znw; znw*	assen; asje*	A2*		
	a.s.		bnw*	/; /, /*	B2*		
de	asbak		znw*	asbakken; asbakje*	A2*		
het	asbest		znw*	/; /*	B1*		
het	asfalt		znw*	/; /*	B1*		
het	asiel		znw; znw*	asiels; /*	B2	plaats waar je dieren adopteert	
de	asielzoeker		znw*	asielzoekers; asielzoekertje*	A2*		
het	asielzoekerscentrum		znw*	asielzoekerscentrums; /*	B2*		
het	a.s.o.						
	asociaal		bnw; znw*	asociale; asocialer, asociaalst*	B1*		
het	aspect		znw*	aspecten; aspectje*	A2		
de	asperge		znw*	asperges; aspergetje*	B1*		
de	aspirant		znw*	aspiranten; aspirantje*	B2*		
de	aspiratie		znw*	aspiraties; /*	B2*		
de	aspirine		znw*	aspirines; aspirientje*	A2*		
	assertief		bnw*	assertieve; assertiever, assertiefst*	B2*		
de	assisen		znw*	assisen; /*	B2*		
de	assistent		znw*	assistenten; assistentje*	A2	man die assisteert of helpt	
de	assistente		znw*	assistentes; /*	A2	vrouw die assisteert of helpt	
	assisteren		ww*	assisteer, assisteerde, geassisteerd*	B2*		
de	associatie		znw*	associaties; /*	B2	vereniging (bv. economisch) van mensen	
de	associatie		znw*	associaties; /*	B2	psychologische relatie tussen twee ideeën	
	associëren		ww*	associeer, associeerde, geassocieerd*	B2*		
het	assortiment		znw*	assortimenten; assortimentje*	B2*		
de	astma		znw*	astma's; /*	B1*		
de	astrologie		znw*	/; /*	B2*		
de	astronaut		znw*	astronauten; astronautje*	B2*		
de	astronaute		znw*	astronautes; /*	B2*		
de	astronomie		znw*	/; /*	B2*		
het	atelier		znw*	ateliers; ateliertje*	B2*		
het	atheneum		znw*	athenea; atheneumpje*	B2*		
	Atlantisch		bnw*	atlantische; atlantischer, /*	B1*		
de	atlas		znw; znw*	atlassen; atlasje*	B1*		
de	atleet		znw*	atleten; atleetje*	B1*		
de	atlete		znw*	atletes; /*	B1*		
de	atletiek		znw*	/; /*	B1*		
de	atmosfeer		znw*	atmosferen; atmosfeertje*	B2*		
het	atoom		znw*	atomen; atoompje*	B2*		
de	atoombom		znw*	atoombommen; /*	B1*		
	attent		bnw*	attente; attenter, attentst*	B2*		
de	attentie		znw*	attenties; /*	B2*		
de	attractie		znw*	attracties; /*	B1*		
het	attribuut		znw*	attributen; attribuutje*	B2*		
	au		tsw; znw*	*	B1*		
	a.u.b.		tsw*	*	B2*		
de	aubergine		znw; bnw; znw*	aubergines; /*	B2*		
de	audio		znw*	audio's; /*	B2*		
de	audioapparatuur		znw*	/; /*	B2*		
de	auditie		znw*	audities; /*	B2*		
de	augurk		znw*	augurken; augurkje*	B1*		
	augustus		znw*	augustussen; /*	A1	8ste maand	Mijn verjaardag is in augustus.
de	aula		znw*	aula's; aulaatje*	B1*		
de	auteur		znw*	auteurs; /*	A2	schrijver	
	authentiek		bnw*	authentieke; authentieker, authentiekst*	B2*		
de	auto		znw*	auto's; autootje*	A1	bv. Volkswagen, BMW, Renault, …	Raymond gaat met de auto naar het werk.
de	autobelasting		znw*	autobelastingen; /*	B2*		
de	autobiografie		znw*	autobiografieën; autobiografietje*	B2*		
de	autobus		znw*	autobussen; autobusje*	B1*		
	autochtoon		bnw; znw*	autochtone; autochtoner, autochtoonst*	B1*		
de	autochtoon		bnw; znw*	autochtonen; autochtoontje*	B1*		
de	automaat		znw*	automaten; automaatje*	B1*		
	automatisch		bnw*	automatische; automatischer, /*	A2	vanzelf	
	automatiseren		ww*	automatiseer, automatiseerde, geautomatiseerd*	B2*	automatisch maken	
de	automatisering		znw*	automatiseringen; automatiserinkje*	B2*		
de	automobilist		znw*	automobilisten; automobilistje*	B1*		
de	automobiliste		znw*	automobilistes; /*	B1*		
de	autonomie		znw*	/; autonomietje*	B2*		
	autonoom		bnw; znw*	autonome; autonomer, autonoomst*	B2*		
de	autoped		znw*	autopeds; autopedje*	B2*		
	autorijden		ww*	rij auto, reed auto, autogereden*	A2		
	autoritair		bnw*	autoritaire; autoritairder, autoritairst*	B2*		
de	autoriteit		znw*	autoriteiten; autoriteitje*	B2*		
de	autostop		znw*	autostops; /*	B2*	(BE) liften	
de	autostrade		znw*	autostrades; /*	B2*	(BE) snelweg, straat waar je tot 120km/u rijdt	
de	autoweg		znw*	autowegen; autoweggetje*	A2	deel van een straat voor auto’s	
de	avances		znw				
de	avatar		znw*	avatars; /*	B2*		
	averechts		bnw*	averechtse; averechtser, averechtst*	B2*		
de	averij		znw*	averijen; /*	B2*		
de	avocado		znw*	avocado's; avocadootje*	B2*		
de	avond		znw*	avonden; avondje*	A1	periode van ± 18 u. tot 24 u.	
het	avondeten		znw; ww*	/; avondetentje*	A2	eten om ± 18 u.	
de	avondkrant		znw*	avondkranten; avondkrantje*	B2*		
het	avondmaal		znw*	avondmalen; avondmaaltje*	B2*	diner, eten om ± 18 u.	
de	avondvierdaagse		znw*	avondvierdaagses; /*	B2*		
de	avonturier		znw*	avonturiers; /*	B2*		
het	avontuur		znw*	avonturen; avontuurtje*	B1		
	avontuurlijk		bnw*	avontuurlijke; avontuurlijker, avontuurlijkst*	B1		
de	AVRO		znw*	/; /*	B2*		
de	ayatollah		znw*	ayatollas; /*	B2*		
het	azc		znw*	azc's; /*	B2*	azielzoekerscentrum	
	azen op		ww		C1		
de	azijn		znw*	azijnen; /*	A2		
